,speakerid,filename,birthplace,native_language,age,sex,age_onset
2747,2748,mandarin127,"shenyang, liaoning, china",mandarin,3,male,5
2748,2749,arabic161,"minya, egypt",arabic,3,female,5
2749,2750,arabic162,"buraydah, saudi arabia",arabic,3,male,5
2750,2751,indonesian13,"jakarta, indonesia",indonesian,3,female,5
2751,2752,arabic163,"bouznika, morocco",arabic,3,female,5
2752,2753,german39,"clausthal-zellerfeld, germany",german,3,male,5
2753,2754,french72,"douala, cameroon",french,3,female,5
2754,2755,hungarian12,"szeged, hungary",hungarian,3,female,5
2755,2756,farsi32,"mashhad, iran",farsi,3,male,5
2756,2757,hungarian13,"miskolc, hungary",hungarian,3,female,5
2757,2758,french73,"beaumont-le-roger, france",french,3,male,5
2758,2759,albanian13,"durres, albania",albanian,3,female,5
2759,2760,spanish211,"la paz, bolivia",spanish,3,female,5
2760,2761,spanish212,"la union, el salvador",spanish,3,female,5
2761,2762,farsi33,"gonbad-qabus, iran",farsi,3,female,5
2762,2763,marathi10,"chiplun, maharashtra, india",marathi,3,female,5
2763,2764,hindi33,"hyderabad, india",hindi,3,female,5
2764,2765,arabic164,"sale, morocco",arabic,3,female,5
2765,2766,dari7,"kabul, afghanistan",dari,3,male,5
2766,2767,dari8,"kabul, afghanistan",dari,3,female,5
2767,2768,hebrew10,"tel aviv, israel",hebrew,3,female,5
2768,2769,spanish213,"loja, ecuador",spanish,3,male,5
2769,2770,spanish214,"neiva, colombia",spanish,3,female,5
2770,2771,arabic165,"beirut, lebanon",arabic,3,female,5
2771,2772,mandarin128,"cixi, zhejiang, china",mandarin,3,female,5
2772,2773,mandarin129,"luoyang, henan, china",mandarin,3,female,5
2773,2774,swedish23,"lulea, sweden",swedish,3,female,5
2774,2775,charapa-spanish1,"lima, peru",charapa-spanish,3,male,5
2775,2776,dutch51,"deventer, netherlands",dutch,3,male,5
2776,2777,korean93,"seoul, south korea",korean,3,female,5
2777,2778,romanian24,"bucharest, romania",romanian,3,female,5
2778,2779,german40,"leipzig, germany",german,3,female,5
2779,2780,arabic166,"buraydah, saudi arabia",arabic,3,male,5
2780,2781,korean94,"gwangju, south korea",korean,3,female,5
2781,2782,french74,"montreal, quebec, canada",french,3,female,5
2782,2783,french75,"montreal, quebec, canada",french,3,male,5
2783,2784,french76,"shawinigan, quebec, canada",french,3,male,5
2784,2785,french77,"montreal, quebec, canada",french,3,male,5
2785,2786,french78,"trois-rivieres, quebec, canada",french,3,male,5
2786,2787,french79,"coaticook, quebec, canada",french,3,female,5
2787,2788,arabic167,"alkharj, saudi arabia",arabic,3,male,5
2788,2789,mongolian10,"ulaanbaatar, mongolia",mongolian,3,female,5
2789,2790,korean95,"seoul, south korea",korean,3,female,5
2790,2791,spanish215,"cochabamba, bolivia",spanish,3,female,5
2791,2792,bengali20,"chittagong, bangladesh",bengali,3,male,5
2792,2793,english621,"pittsburgh, pennsylvania, usa",english,3,female,5
2793,2794,arabic168,"jiddah, saudi arabia",arabic,3,female,5
2794,2795,vietnamese28,"can tho, vietnam",vietnamese,3,female,5
2795,2796,vietnamese29,"can tho, vietnam",vietnamese,3,male,5
2796,2797,japanese36,"tokyo, japan",japanese,3,male,5
2797,2798,mandarin130,"weifang, shandong, china",mandarin,3,female,5
2798,2799,english622,"st. paul, minnesota, usa",english,3,female,5
2799,2800,albanian14,"tirana, albania",albanian,3,female,5
2800,2801,spanish216,"caracas, venezuela",spanish,3,female,5
2801,2802,nepali15,"kathmandu, nepal",nepali,3,female,5
2802,2803,english623,"fort wayne, indiana, usa",english,3,male,5
2803,2804,english624,"washington, district of columbia, usa",english,3,male,5
2804,2805,english625,"minneapolis, minnesota, usa",english,3,male,5
2805,2806,english626,"hammond, indiana, usa",english,3,female,5
2806,2807,japanese37,"kobe, japan",japanese,3,female,5
2807,2808,dari9,"ghazni, afghanistan",dari,3,female,5
2808,2809,arabic169,"tripoli, libya",arabic,3,female,5
2809,2810,nepali16,"kathmandu, nepal",nepali,3,female,5
2810,2811,arabic170,"vienna, virginia, usa",arabic,3,female,5
2811,2812,malagasy2,"antananarivo, madagascar",malagasy,3,male,5
2812,2813,portuguese63,"rio de janeiro, brazil",portuguese,3,male,5
2813,2814,french80,"abidjan, ivory coast",french,3,female,5
2814,2815,urdu26,"lahore, pakistan",urdu,3,female,5
2815,2816,urdu27,"new york, new york, usa",urdu,3,female,5
2816,2817,ganda4,"kampala, uganda",ganda,3,female,5
2817,2818,dari10,"kabul, afghanistan",dari,3,male,5
2818,2819,dutch52,"amsterdam, netherlands",dutch,3,female,5
2819,2820,turkish40,"izmir, turkey",turkish,3,female,5
2820,2821,amharic25,"addis ababa, ethiopia",amharic,3,female,5
2821,2822,amharic26,"addis ababa, ethiopia",amharic,3,female,5
2822,2823,farsi34,"tehran, iran",farsi,3,female,5
2823,2824,gujarati17,"bombay, india",gujarati,3,female,5
2824,2825,sinhala10,"colombo, sri lanka",sinhala,3,male,5
2825,2826,japanese38,"osaka, japan",japanese,3,female,5
2826,2827,spanish217,"bogota, colombia",spanish,3,female,5
2827,2828,vietnamese30,"rach gia, kien giang, vietnam",vietnamese,3,female,5
2828,2829,spanish218,"danli, honduras",spanish,3,female,5
2829,2830,amharic27,"addis ababa, ethiopia",amharic,3,female,5
2830,2831,portuguese64,"luanda, angola",portuguese,3,female,5
2831,2832,arabic171,"medina, saudi arabia",arabic,3,male,5
2832,2833,german41,"wurzburg, germany",german,3,male,5
2833,2834,uyghur6,"hotan, xinjiang, china",uyghur,3,male,5
2834,2835,spanish219,"santa ana, el salvador",spanish,3,female,5
2835,2836,mandarin131,"shenzhen, guangdong, china",mandarin,3,male,5
2836,2837,mandarin132,"dangyang, hubei, china",mandarin,3,female,5
2837,2838,korean96,"seoul, south korea",korean,3,female,5
2838,2839,nepali17,"kathmandu, nepal",nepali,3,female,5
2839,2840,hebrew11,"jerusalem, israel",hebrew,3,female,5
2840,2841,cebuano2,"gingoog city, philippines",cebuano,3,female,5
2841,2842,arabic172,"montgomery, alabama, usa",arabic,3,male,5
2842,2843,japanese39,"osaka, japan",japanese,3,male,5
2843,2844,spanish220,"guadalajara, jalisco, mexico",spanish,3,male,5
2844,2845,german42,"munich, germany",german,3,female,5
2845,2846,portuguese65,"almada, portugal",portuguese,3,female,5
2846,2847,english627,"sydney, australia",english,3,female,5
2847,2848,telugu14,"tenali, india",telugu,3,female,5
2848,2849,turkish41,"sanliurfa, turkey",turkish,3,male,5
2849,2850,japanese40,"ohara machi, chiba prefecture, japan",japanese,3,female,5
2850,2851,vietnamese31,"long an, vietnam",vietnamese,3,female,5
2851,2852,italian39,"cuggiono, italy",italian,3,female,5
2852,2853,vietnamese32,"hue, vietnam",vietnamese,3,female,5
2853,2854,cantonese35,"foshan, guangdong, china",cantonese,3,male,5
2854,2855,english628,"pittsburgh, pennsylvania, usa",english,3,male,5
2855,2856,yoruba6,"akure, nigeria",yoruba,3,male,5
2856,2857,vietnamese33,"ho chi minh city, vietnam",vietnamese,3,male,5
2857,2858,arabic173,"tyre, lebanon",arabic,3,female,5
2858,2859,tagalog26,"cotabalo, philippines",tagalog,3,male,5
2859,2860,farsi35,"ahvaz, iran",farsi,3,female,5
2860,2861,spanish221,"bogota, colombia",spanish,3,female,5
2861,2862,ukrainian13,"lviv, ukraine",ukrainian,3,female,5
2862,2863,tagalog27,"pasig, philippiness",tagalog,3,female,5
2863,2864,arabic174,"riyadh, saudi arabia",arabic,3,female,5
2864,2865,spanish222,"villalba, puerto rico",spanish,3,female,5
2865,2866,japanese41,"tokyo, japan",japanese,3,male,5
2866,2867,spanish223,"santa rosa, texas, usa",spanish,3,female,5
2867,2868,arabic175,"jiddah, saudi arabia",arabic,3,male,5
2868,2869,marathi11,"bombay, maharashtra, india",marathi,3,male,5
2869,2870,russian80,"mykolayiv, ukraine",russian,3,female,5
2870,2871,farsi36,"khorramshahr, khuzestan, iran",farsi,3,female,5
2871,2872,vietnamese34,"ho chi minh city, vietnam",vietnamese,3,male,5
2872,2873,arabic176,"jiddah, saudi arabia",arabic,3,male,5
2873,2874,farsi37,"tehran, iran",farsi,3,male,5
2874,2875,vietnamese35,"can tho, vietnamese",vietnamese,3,female,5
2875,2876,mandarin133,"beijing, china",mandarin,3,female,5
2876,2877,mandarin134,"luoyang, henan, china",mandarin,3,male,5
2877,2878,mandarin135,"langfang, hebei, china",mandarin,3,male,5
2878,2879,mandarin136,"shenyang, liaoning, china",mandarin,3,female,5
2879,2880,mandarin137,"xi'an, shanxi, china",mandarin,3,female,5
2880,2881,mandarin138,"chongqing, china",mandarin,3,female,5
2881,2882,mandarin139,"kunming, yunnan, china",mandarin,3,male,5
2882,2883,mandarin140,"xuzhou, jiangsu, china",mandarin,3,male,5
2883,2884,mandarin141,"beijing, china",mandarin,3,female,5
2884,2885,mandarin142,"chengdu, sichuan, china",mandarin,3,female,5
2885,2886,mandarin143,"fuyang, anhui, china",mandarin,3,female,5
2886,2887,mandarin144,"wuhu, anhui, china",mandarin,3,male,5
2887,2888,mandarin145,"qingdao, shandong, china",mandarin,3,female,5
2888,2889,arabic177,"riyadh, saudi arabia",arabic,3,male,5
2889,2890,mandarin146,"xi'an, shanxi, china",mandarin,3,female,5
2890,2891,mandarin147,"nanyang, henan, china",mandarin,3,female,5
2891,2892,mandarin148,"nanyang, henan, china",mandarin,3,female,5
2892,2893,mandarin149,"fuzhou, fujian, china",mandarin,3,female,5
2893,2894,english629,"south riding, virginia, usa",english,3,female,5
2894,2895,english630,"woodbridge, virginia, usa",english,3,female,5
2895,2896,english631,"harrisonburg, virginia, usa",english,3,female,5
2896,2897,english632,"falls church, virginia, usa",english,3,female,5
2897,2898,english633,"washington, district of columbia, usa",english,3,female,5
2898,2899,arabic178,"jiddah, saudi arabia",arabic,3,male,5
2899,2900,arabic179,"riyadh, saudi arabia",arabic,3,male,5
2900,2901,arabic180,"riyadh, saudi arabia",arabic,3,male,5
2901,2902,arabic181,"riyadh, saudi arabia",arabic,3,male,5
2902,2903,arabic182,"riyadh, saudi arabia",arabic,3,female,5
2903,2904,arabic183,"riyadh, saudi arabia",arabic,3,female,5
2904,2905,arabic184,"riyadh, saudi arabia",arabic,3,male,5
2905,2906,arabic185,"riyadh, saudi arabia",arabic,3,male,5
2906,2907,arabic186,"riyadh, saudi arabia",arabic,3,female,5
2907,2908,arabic187,"riyadh, saudi arabia",arabic,3,female,5
2908,2909,arabic188,"riyadh, saudi arabia",arabic,3,male,5
2909,2910,arabic189,"riyadh, saudi arabia",arabic,3,female,5
2910,2911,arabic190,"riyadh, saudi arabia",arabic,3,female,5
2911,2912,arabic191,"riyadh, saudi arabia",arabic,3,female,5
2912,2913,arabic192,"riyadh, saudi arabia",arabic,3,female,5
2913,2914,arabic193,"riyadh, saudi arabia",arabic,3,male,5
2914,2915,arabic194,"riyadh, saudi arabia",arabic,3,male,5
2915,2916,english634,"alexandria, virginia, usa",english,3,male,5
2916,2917,english635,"vienna, virginia, usa",english,3,female,5
2917,2918,english636,"washington, dc, usa",english,3,female,5
2918,2919,english637,"knoxville, tennessee, usa",english,3,female,5
